ticker,first_seen_date,last_seen_date,seen_count,last_labels,last_filing_url
FUSB,2026-01-28,2026-02-12,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/717806/0001193125-26-048523.txt
FXNC,2025-10-30,2025-10-30,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/719402/0001437749-25-032358.txt
GBFH,2026-01-15,2026-01-15,4,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1791145/0001193125-26-014215.txt
GBIO,2026-02-09,2026-02-09,6,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1733294/0001104659-26-012121.txt
GBLI,2026-01-05,2026-01-05,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1494904/0001193125-26-002409.txt
GCBC,2026-01-21,2026-01-21,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1070524/0001140361-26-001832.txt
GCTK,2026-01-27,2026-01-27,13,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1506983/0001493152-26-003822.txt
GDHG,2026-01-27,2026-01-27,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1928340/0001213900-26-008255.txt
GLBZ,2025-09-12,2025-09-12,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/890066/0001410578-25-002307.txt
GLE,2026-02-03,2026-02-03,3,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1908705/0001213900-26-011011.txt
GLOO,2026-01-29,2026-01-29,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/2069785/0001193125-26-028307.txt
GLTO,2026-02-11,2026-02-11,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/1800315/0001193125-26-046817.txt
GNLN,2026-02-09,2026-02-09,16,dilution_bank,https://www.sec.gov/Archives/edgar/data/1743745/0001493152-26-005815.txt
GOCO,2025-12-16,2025-12-16,5,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1808220/0001628280-25-057434.txt
GP,2025-11-14,2025-11-14,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1584547/0001213900-25-110401.txt
GRCE,2026-01-12,2026-02-12,8,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1444192/0001140361-26-004927.txt
GRI,2026-02-04,2026-02-04,21,pipe_financing,https://www.sec.gov/Archives/edgar/data/1824293/0001824293-26-000040.txt
GRNQ,2025-12-18,2025-12-18,5,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1597846/0001493152-25-028288.txt
GTBP,2026-01-30,2026-01-30,12,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/109657/0001493152-26-004547.txt
GURE,2025-12-29,2025-12-29,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/885462/0001193805-25-001792.txt
GWAV,2025-08-26,2025-08-26,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1589149/0001493152-25-012345.txt
GXAI,2026-02-04,2026-02-04,8,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1895618/0001213900-26-012367.txt
GYRO,2025-11-05,2025-11-05,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1589061/0001437749-25-033184.txt
HAO,2026-01-23,2026-01-23,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1954594/0001213900-26-007328.txt
HBB,2025-11-05,2025-11-05,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1709164/0001709164-25-000063.txt
HBCP,2025-11-21,2025-11-21,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1436425/0001628280-25-053512.txt
HCWB,2026-02-11,2026-02-19,25,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1828673/0001193125-26-059279.txt
HFBL,2026-01-28,2026-01-28,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1500375/0000927089-26-000013.txt
HIND,2025-12-23,2025-12-23,10,convert_financing,https://www.sec.gov/Archives/edgar/data/1427570/0001213900-25-125310.txt
HKIT,2025-12-22,2025-12-22,5,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1742341/0001213900-25-124508.txt
HMR,2025-09-29,2025-09-29,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/2029471/0001193125-25-223302.txt
HNVR,2026-01-29,2026-01-29,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1828588/0001104659-26-007960.txt
HOUR,2026-02-03,2026-02-03,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1874875/0001493152-26-004840.txt
HQI,2026-02-17,2026-02-17,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1140102/0001437749-26-004235.txt
HTCO,2025-09-05,2025-09-05,1,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1928948/0001213900-25-085113.txt
HTCR,2025-11-18,2025-11-18,7,convert_financing|pipe_financing,https://www.sec.gov/Archives/edgar/data/1892322/0001493152-25-023996.txt
HTOO,2026-02-06,2026-02-12,8,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1819794/0001493152-26-006342.txt
HUHU,2025-11-19,2025-11-19,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1945415/0001213900-25-112650.txt
HWBK,2026-01-28,2026-01-28,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/893847/0000893847-26-000004.txt
HWH,2026-02-06,2026-02-06,6,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1897245/0001493152-26-005418.txt
HYFM,2025-12-10,2025-12-10,3,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1695295/0001695295-25-000018.txt
HYNE,2025-12-03,2025-12-03,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/2073153/0001104659-25-118175.txt
HYPD,2026-01-09,2026-01-09,13,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1682639/0001104659-26-002496.txt
IBG,2026-01-14,2026-01-14,4,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1924482/0001731122-26-000059.txt
IBTA,2025-11-12,2025-11-12,3,convert_financing,https://www.sec.gov/Archives/edgar/data/1538379/0001628280-25-051611.txt
ICCC,2026-02-02,2026-02-02,9,dilution_bank,https://www.sec.gov/Archives/edgar/data/811641/0001437749-26-002685.txt
ICON,2026-02-04,2026-02-18,16,dilution_bank,https://www.sec.gov/Archives/edgar/data/1995574/0001140361-26-006012.txt
IDAI,2025-11-24,2025-11-24,5,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1718939/0001104659-25-115456.txt
IESC,2026-01-30,2026-01-30,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1048268/0001048268-26-000038.txt
IFBD,2025-12-23,2025-12-23,2,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1815566/0001731122-25-001721.txt
IHT,2026-01-23,2026-01-23,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/82473/0001493152-26-003274.txt
IMA,2025-11-12,2025-11-12,4,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1835579/0001193125-25-275910.txt
IMCC,2026-02-05,2026-02-05,3,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1792030/0001178913-26-000322.txt
IMG,2026-01-28,2026-02-19,34,dilution_bank,https://www.sec.gov/Archives/edgar/data/1527613/0001493152-26-007466.txt
IMNN,2026-02-05,2026-02-05,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/749647/0001493152-26-005203.txt
INAB,2026-01-30,2026-01-30,7,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1740279/0001193125-26-031886.txt
INBS,2026-01-28,2026-02-12,19,pipe_financing,https://www.sec.gov/Archives/edgar/data/1725430/0001493152-26-006317.txt
INBX,2025-12-16,2025-12-16,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/2007919/0002007919-25-000097.txt
INDO,2026-02-05,2026-02-05,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1757840/0001493152-26-005260.txt
INDP,2025-12-23,2025-12-23,9,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1857044/0001493152-25-029107.txt
INHD,2026-01-23,2026-01-23,13,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1961847/0001493152-26-003411.txt
INKT,2025-12-08,2025-12-08,3,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1840229/0001193125-25-311229.txt
INLF,2026-01-05,2026-01-05,2,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1991592/0001213900-26-001244.txt
INLX,2026-02-17,2026-02-17,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1081745/0001493152-26-006938.txt
INM,2026-02-12,2026-02-12,6,pipe_financing,https://www.sec.gov/Archives/edgar/data/1728328/0001062993-26-000819.txt
INTG,2025-10-09,2025-10-09,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/69422/0001493152-25-017648.txt
INTJ,2025-11-28,2025-11-28,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1916416/0001213900-25-115748.txt
IOR,2025-11-06,2025-11-06,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/949961/0001999371-25-017074.txt
IPDN,2025-11-28,2025-11-28,11,dilution_bank,https://www.sec.gov/Archives/edgar/data/1546296/0001437749-25-036494.txt
IPST,2026-02-19,2026-02-19,13,pipe_financing,https://www.sec.gov/Archives/edgar/data/1788230/0001788230-26-000015.txt
IPW,2026-02-02,2026-02-20,29,convert_financing,https://www.sec.gov/Archives/edgar/data/1830072/0001683168-26-001221.txt
IPWR,2025-12-30,2025-12-30,4,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1507957/0001437749-25-038932.txt
IQST,2026-02-03,2026-02-04,14,convert_financing,https://www.sec.gov/Archives/edgar/data/1527702/0001663577-26-000039.txt
IRIX,2025-11-12,2025-11-12,3,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1006045/0001193125-25-277598.txt
IRMD,2025-12-08,2025-12-08,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1325618/0001104659-25-119090.txt
IROQ,2026-02-04,2026-02-04,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1514743/0000943374-26-000053.txt
ISBA,2026-02-05,2026-02-05,4,convert_financing,https://www.sec.gov/Archives/edgar/data/842517/0000842517-26-000027.txt
ISPC,2026-02-03,2026-02-03,18,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1558569/0001213900-26-011583.txt
ISTR,2026-01-06,2026-01-06,4,convert_financing,https://www.sec.gov/Archives/edgar/data/1602658/0001437749-26-000650.txt
ITIC,2026-02-17,2026-02-17,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/720858/0000720858-26-000006.txt
ITOC,2026-02-06,2026-02-06,1,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1970544/0001213900-26-012903.txt
IVF,2026-02-02,2026-02-12,31,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1417926/0001493152-26-006469.txt
JAGU,2026-02-18,2026-02-18,5,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/2039273/0001213900-26-018001.txt
JAGX,2026-01-23,2026-02-18,25,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1585608/0001193125-26-056157.txt
JAKK,2025-10-29,2025-10-29,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1009829/0001185185-25-001567.txt
JBSS,2026-01-29,2026-01-29,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/880117/0001193125-26-029383.txt
JCTC,2025-09-30,2025-09-30,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/885307/0001079973-25-001525.txt
JFB,2026-01-26,2026-01-26,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/2024306/0001493152-26-003621.txt
JILL,2025-12-15,2025-12-15,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1687932/0001193125-25-319455.txt
JUNS,2025-12-23,2026-02-20,18,convert_financing,https://www.sec.gov/Archives/edgar/data/1679628/0001493152-26-007624.txt
JVA,2026-01-28,2026-01-28,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1007019/0001493152-26-004071.txt
JWEL,2025-08-26,2025-08-26,1,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1805594/0001213900-25-080759.txt
JYNT,2025-12-11,2025-12-11,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1612630/0001612630-25-000074.txt
KAVL,2025-09-17,2025-09-17,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1762239/0001731122-25-001270.txt
KELYB,2026-01-30,2026-01-30,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/55135/0001193125-26-031768.txt
KEQU,2025-12-10,2025-12-10,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/55529/0000055529-25-000051.txt
KG,2026-02-13,2026-02-13,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/2055116/0001628280-26-008071.txt
KLRS,2025-12-18,2025-12-18,5,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1754068/0001193125-25-323706.txt
KOSS,2026-01-29,2026-01-29,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/56701/0000056701-26-000006.txt
KPTI,2025-11-24,2025-11-24,8,convert_financing|pipe_financing,https://www.sec.gov/Archives/edgar/data/1503802/0001193125-25-291930.txt
KRRO,2026-01-15,2026-01-15,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1703647/0001193125-26-014087.txt
KRT,2025-11-06,2025-11-06,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1758021/0001758021-25-000007.txt
KRUS,2025-12-29,2025-12-29,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1772177/0001193125-25-335362.txt
KTCC,2025-11-04,2025-11-04,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/719733/0000719733-25-000100.txt
KUST,2026-01-27,2026-01-27,17,dilution_bank,https://www.sec.gov/Archives/edgar/data/1342958/0001493152-26-003780.txt
KXIN,2025-11-24,2025-11-24,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1713539/0001104659-25-115398.txt
KYNB,2026-01-07,2026-01-07,4,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/921299/0001193125-26-006327.txt
KZR,2025-11-12,2025-11-12,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1645666/0001628280-25-051592.txt
LAKE,2026-02-17,2026-02-17,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/798081/0001193125-26-053271.txt
LARK,2026-01-28,2026-01-28,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1141688/0001493152-26-004018.txt
LBGJ,2025-11-25,2026-02-17,6,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1896425/0001493152-26-006939.txt
LDWY,2026-01-23,2026-01-23,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/875355/0001104659-26-006044.txt
LE,2026-01-26,2026-01-26,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/799288/0001104659-26-006449.txt
LEE,2026-02-05,2026-02-05,9,convert_financing|pipe_financing,https://www.sec.gov/Archives/edgar/data/58361/0001213900-26-012780.txt
LEGH,2025-10-10,2025-10-10,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1436208/0001104659-25-098561.txt
LFVN,2025-11-12,2025-11-12,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/849146/0001628280-25-051641.txt
LGCY,2025-09-25,2025-09-25,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1836754/0001493152-25-014943.txt
LGL,2025-11-13,2025-11-13,1,pipe_financing,https://www.sec.gov/Archives/edgar/data/61004/0001437749-25-034642.txt
LINK,2025-11-13,2025-11-13,3,pipe_financing,https://www.sec.gov/Archives/edgar/data/828146/0001104659-25-111265.txt
LIVE,2025-12-11,2026-02-12,5,convert_financing,https://www.sec.gov/Archives/edgar/data/1045742/0001628280-26-007547.txt
LIXT,2025-12-31,2025-12-31,12,dilution_bank,https://www.sec.gov/Archives/edgar/data/1335105/0001493152-25-029778.txt
LMB,2025-12-15,2025-12-15,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1606163/0001628280-25-056884.txt
LMFA,2026-01-06,2026-01-06,15,dilution_bank,https://www.sec.gov/Archives/edgar/data/1640384/0001193125-26-004587.txt
LNN,2025-11-05,2025-11-05,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/836157/0001193125-25-265663.txt
LNSR,2025-12-19,2025-12-19,4,convert_financing,https://www.sec.gov/Archives/edgar/data/1320350/0001193125-25-326777.txt
LOAN,2025-12-16,2025-12-16,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1080340/0001493152-25-027893.txt
LPA,2025-12-05,2025-12-05,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1997711/0001493152-25-026299.txt
LPCN,2026-02-18,2026-02-18,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1535955/0001493152-26-007287.txt
LRHC,2026-02-11,2026-02-18,24,dilution_bank,https://www.sec.gov/Archives/edgar/data/1879403/0001213900-26-017690.txt
LSBK,2026-01-23,2026-01-23,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/2059653/0001193125-26-021063.txt
LSF,2026-01-30,2026-01-30,4,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1650696/0001437749-26-002541.txt
LSTA,2025-10-08,2025-10-08,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/320017/0000320017-25-000063.txt
LVLU,2026-02-05,2026-02-05,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1780201/0001104659-26-010874.txt
LVO,2026-02-05,2026-02-12,10,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1491419/0001213900-26-015612.txt
LWAY,2025-12-30,2025-12-30,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/814586/0001683168-25-009406.txt
LYEL,2025-12-05,2025-12-05,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1806952/0001193125-25-309779.txt
MBCN,2026-02-10,2026-02-10,8,dilution_bank,https://www.sec.gov/Archives/edgar/data/836147/0001193125-26-044618.txt
MBIO,2025-12-23,2025-12-23,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1680048/0001104659-25-124189.txt
MBRX,2026-02-05,2026-02-20,36,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1659617/0001437749-26-004800.txt
MDRR,2026-02-04,2026-02-17,11,dilution_bank,https://www.sec.gov/Archives/edgar/data/1654595/0001104659-26-016379.txt
MEHA,2026-02-09,2026-02-09,4,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1837254/0001213900-26-013392.txt
MFI,2026-01-02,2026-01-02,3,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1940941/0001493152-26-000168.txt
MGRX,2025-12-19,2025-12-19,10,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1938046/0001493152-25-028461.txt
MIND,2025-09-09,2025-09-09,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/926423/0001437749-25-028692.txt
MITQ,2026-02-13,2026-02-13,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1770236/0001437749-26-004067.txt
MKTW,2026-01-22,2026-02-19,12,dilution_bank,https://www.sec.gov/Archives/edgar/data/1805651/0001805651-26-000008.txt
MKZR,2026-01-21,2026-01-21,15,dilution_bank,https://www.sec.gov/Archives/edgar/data/1550913/0001550913-26-000008.txt
MLP,2025-12-29,2025-12-29,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/63330/0001437749-25-038852.txt
MLR,2025-12-02,2025-12-02,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/924822/0001104659-25-117534.txt
MMA,2026-01-30,2026-01-30,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1981519/0001493152-26-004324.txt
MNDR,2025-12-08,2025-12-08,12,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1976695/0001493152-25-026569.txt
MNPR,2025-09-24,2025-09-24,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1645469/0001437749-25-029769.txt
MOVE,2025-12-22,2025-12-22,3,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1734750/0001213900-25-124005.txt
MPTI,2026-01-07,2026-01-07,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1902314/0001437749-26-000790.txt
MRKR,2026-02-09,2026-02-09,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1094038/0001104659-26-012063.txt
MSGM,2025-09-05,2025-09-05,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1821175/0001493152-25-012742.txt
MSS,2026-02-04,2026-02-04,13,dilution_bank,https://www.sec.gov/Archives/edgar/data/1892292/0001213900-26-012072.txt
MTEN,2025-12-08,2025-12-08,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1948099/0001213900-25-119078.txt
MTVA,2026-01-16,2026-01-16,7,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1638287/0001104659-26-004532.txt
MXC,2026-02-10,2026-02-10,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/66418/0001493152-26-005985.txt
MYNZ,2026-02-10,2026-02-17,16,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1874252/0001213900-26-016890.txt
MYSZ,2025-09-12,2025-09-12,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1211805/0001493152-25-013135.txt
NA,2025-09-24,2025-09-24,5,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1872302/0001213900-25-090878.txt
NAII,2025-12-17,2025-12-17,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/787253/0001437749-25-038181.txt
NATH,2026-01-21,2026-01-21,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/69733/0001104659-26-005233.txt
NC,2025-12-16,2025-12-16,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/789933/0000789933-25-000115.txt
NCRA,2026-02-03,2026-02-03,14,dilution_bank,https://www.sec.gov/Archives/edgar/data/1756180/0001683168-26-000729.txt
NDRA,2025-11-28,2025-11-28,10,dilution_bank,https://www.sec.gov/Archives/edgar/data/1681682/0001213900-25-116103.txt
NEUP,2026-01-08,2026-01-08,10,dilution_bank,https://www.sec.gov/Archives/edgar/data/1191070/0001213900-26-002245.txt
NHTC,2026-02-04,2026-02-04,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/912061/0001437749-26-002881.txt
NKSH,2026-01-22,2026-01-22,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/796534/0001193125-26-019510.txt
NODK,2025-11-07,2025-11-07,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1681206/0001174947-25-001357.txt
NOMA,2026-01-28,2026-02-17,16,dilution_bank,https://www.sec.gov/Archives/edgar/data/1994214/0001493152-26-007103.txt
NPK,2026-02-05,2026-02-05,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/80172/0001437749-26-003213.txt
NRIM,2026-01-23,2026-01-23,2,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1163370/0001163370-26-000004.txt
NRXS,2025-10-24,2025-10-24,4,pipe_financing,https://www.sec.gov/Archives/edgar/data/1933567/0001493152-25-019186.txt
NSYS,2026-01-06,2026-01-06,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/722313/0001493152-26-000512.txt
NTHI,2026-01-29,2026-01-29,11,convert_financing|pipe_financing,https://www.sec.gov/Archives/edgar/data/1979414/0001829126-26-000757.txt
NTRP,2026-01-14,2026-01-14,13,pipe_financing,https://www.sec.gov/Archives/edgar/data/788611/0001493152-26-002267.txt
NTWK,2025-11-13,2025-11-13,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1039280/0001493152-25-022037.txt
NUTR,2026-01-06,2026-01-06,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/2006468/0001493152-26-000607.txt
NUTX,2025-11-18,2025-11-18,4,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1479681/0001628280-25-052898.txt
NUWE,2026-02-09,2026-02-09,10,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1506492/0001140361-26-004444.txt
NWFL,2026-01-05,2026-01-05,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1013272/0001193125-26-001612.txt
NWPX,2026-01-22,2026-01-22,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1001385/0001437749-26-001761.txt
NWTG,2025-12-18,2025-12-18,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1934245/0001493152-25-028368.txt
NXG,2025-12-31,2025-12-31,4,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1506488/0001398344-25-023271.txt
NXTC,2025-12-19,2025-12-19,12,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1661059/0001104659-25-123304.txt
NXTT,2026-01-23,2026-01-23,8,dilution_bank,https://www.sec.gov/Archives/edgar/data/1784970/0001213900-26-007151.txt
NYC,2025-11-19,2025-11-19,6,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1595527/0001595527-25-000012.txt
OBT,2026-02-04,2026-02-20,17,dilution_bank,https://www.sec.gov/Archives/edgar/data/1754226/0001104659-26-018183.txt
OCC,2025-09-16,2025-09-16,1,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1000230/0001437749-25-029177.txt
ODC,2025-12-11,2025-12-11,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/74046/0001628280-25-056530.txt
ODYS,2026-01-05,2026-01-05,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1577445/0001493152-26-000272.txt
OESX,2026-02-02,2026-02-02,9,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1409375/0001193125-26-032734.txt
OGEN,2026-01-22,2026-01-22,8,pipe_financing,https://www.sec.gov/Archives/edgar/data/1174940/0001493152-26-003237.txt
OLB,2026-02-03,2026-02-03,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/1314196/0001213900-26-011584.txt
OLOX,2026-02-18,2026-02-18,15,convert_financing,https://www.sec.gov/Archives/edgar/data/1023994/0001213900-26-018046.txt
OMCC,2025-12-10,2025-12-10,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1000045/0001437749-25-037398.txt
ONCO,2025-12-23,2026-02-12,13,dilution_bank,https://www.sec.gov/Archives/edgar/data/1782107/0001213900-26-015212.txt
ONIT,2026-01-26,2026-01-26,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/873860/0001493152-26-003607.txt
OPHC,2026-02-02,2026-02-02,8,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1288855/0001493152-26-004703.txt
OPXS,2025-12-08,2025-12-08,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1397016/0001493152-25-026630.txt
OTH,2025-11-17,2026-02-20,15,dilution_bank,https://www.sec.gov/Archives/edgar/data/2067767/0001493152-26-007531.txt
OVBC,2026-01-27,2026-01-27,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/894671/0000894671-26-000007.txt
PAMT,2025-10-31,2025-10-31,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/798287/0001437749-25-032541.txt
